index,Final Avg,Final Exam Avg,HW Avg,TC Avg,ig Avg,metrology Avg,ng Avg,sootv Avg,stand Avg,termodin Avg,БП Avg,ДЗ Avg,ДР Avg,Дз1 Avg,Дз2 Avg,З Avg,ИЗ Avg,ИТ Avg,КЗ Avg,ПЗ Avg,Практ Avg,РТ Avg,Т Avg,ТЗ Avg,Тест Avg,УЗ Avg
0,0.0,0.1,0.0,0.0005270764649565353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0833333333,0.0,0.27999999989999996,0.0,0.0,0.0,5.548579690423387e-06,0.011036036,0.0076923077000000005,0.0716175766
1,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.3618070756999999,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.734006060606061e-07,0.0,0.0,4.5214144070583876e-06
2,0.0,0.0,0.0,7.1674238323885275e-06,0.0,0.0,0.0,0.2702748429,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.1,0.188,0.0,0.0,0.0,0.0,6.734006060606061e-07,0.0,0.0,0.04079809450000001
3,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.3279516251,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3076162376,0.0,0.0,4.5214144070583876e-06
4,0.0,0.071875,0.0,0.0032939609982898686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.3,0.0,0.0,0.19575,0.0,0.0,0.0,0.0,1.280565086934923e-06,0.0,0.0,0.0411764706
5,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1023809524,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.07600000000000001,0.0,0.0,0.0,0.0,0.0843680413,0.0,0.0496503497,4.5214144070583876e-06
6,0.0,0.057499999999999996,0.0,0.09637954015279314,0.0,0.0,0.0,0.1816510542,0.0,0.0,0.0,0.0555933483,0.0,4.712197780692851e-06,0.1,0.259099009,0.0,0.1,0.0,0.0,0.0,0.0,0.1235039112,0.005263157900000001,0.0,4.5214144070583876e-06
7,0.0,0.075,0.0,3.788299990159528e-06,0.0,0.0,0.0,0.0,0.0878655462,0.0,0.1296296297,0.1416931217,0.0,4.712197780692851e-06,0.0,0.24377639359999997,0.0904761905,0.3,0.0,0.0,0.0,0.0,0.092,0.0,0.0038461537999999996,0.09962069916548913
8,0.1,0.0,0.0,8.872453832388529e-06,0.0,0.1,0.0,0.1782329114,0.1712829131,0.0,0.06296296300000001,0.0664263039,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,6.734006060606061e-07,0.023387861500000003,0.0496503497,0.0076923077000000005
9,0.0,0.0,0.0,0.005890065704476265,0.0,0.0,0.0,0.0,0.0,0.030769230800000002,0.0,0.0,0.0,4.712197780692851e-06,0.2,0.0339650146,0.0,0.5,0.0,0.23333333320000005,0.054986607119999996,0.0,0.0,0.0,0.12284382279999999,3.0544934594274647e-06
10,0.0,0.153125,0.0,6.964147992972469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.24000000000000005,0.0,0.0,0.0,0.0,0.0,0.0027027027,0.007692307599999999,0.2340526182934594
11,0.10336956526666667,0.0,0.0,4.63815279313834e-06,0.0,0.03853634085,0.0,0.2837882227,0.0,0.0,0.1722222222,0.131084656,0.0,4.712197780692851e-06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264311123225,0.0078947368,0.09873397440000001,4.5214144070583876e-06
12,0.0,0.0,0.0,0.002359595551439827,0.0982928241,0.0,0.17315573,0.0,0.0,0.0,0.211111111,0.2960037793,0.004761904799999999,4.712197780692851e-06,0.0,0.0,0.09931034479999999,0.5810000000000001,0.125,0.19111111106666667,0.0899681174,0.0,0.3126207184,0.0324324324,0.04878038629999999,0.029328390020947632
13,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.36111111100000004,0.44430083149999994,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3481738816,0.0,0.0,4.5214144070583876e-06
14,0.0,0.0,0.0,6.964147992972469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.3722222222,0.2797883598,0.0277187902,4.712197780692851e-06,0.0,0.0,0.1059717869,0.46399999999999997,0.0,0.0,0.0,0.0,0.2616457432,0.0027027027,0.0,0.014810356693459429
15,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.22388510965,0.0,4.712197780692851e-06,0.0,0.0,0.1,0.307,0.0,0.0842592593,0.0,0.0,0.1,0.0,0.1304487179,3.0544934594274647e-06
16,0.0,0.0,0.0,6.964147992972469e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.43888888890000005,0.0806802721,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.516,0.0,0.05500000000000001,0.08745866399999999,0.0,0.19653072856666667,0.0,0.019709919733333334,0.04118099201440706
17,0.0,0.0,0.0,6.10897079595128e-06,0.0,0.0,0.0,0.0,0.06666666660000001,0.0,0.2,0.056755102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07757997559999999,0.0162162162,0.0,2.922948917927953e-06
18,0.0875,0.0,0.0,8.872453832388529e-06,0.09921875,0.0,0.1571450217,0.0,0.08043697479999999,0.0,0.2,0.0962055933,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.188,0.0,0.032,0.1018648764,0.0,0.18929944329999998,0.0,0.0,0.014811823614407058
19,0.0,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.27037037040000006,0.3584754347,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3153823779,0.0,0.0907425908,0.023078521565489132
20,0.0,0.0,0.0,0.002359083806878667,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4252154194499999,0.07868391459999999,4.712197780692851e-06,0.0,0.0,0.51282758608,0.688,0.0,0.1666666667,0.3886799459,0.0,0.47148917749999997,0.0,0.0,0.09804081416548913
21,0.0,0.071875,0.0,6.964147992972469e-06,0.0,0.0882807018,0.0,0.0,0.0,0.0,0.14537037035,0.0,0.0,4.712197780692851e-06,0.0,0.012244898,0.0475862069,0.2643333333333333,0.09770833329999999,0.08107142860000001,0.09035502209999999,0.0,6.734006060606061e-07,0.031140350800000004,0.22003579769999998,0.008333333299999999
22,0.0,0.0,0.0,7.1674238323885275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.548579690423387e-06,0.0,0.0,0.15950980380000002
23,0.0942028986,0.0,0.0,2.9667588758533054e-06,0.0,0.0976140351,0.0721093645,0.09146578059999999,0.0,0.0,0.0722222222,0.0653439153,0.0,4.712197780692851e-06,0.1,0.0,0.0,0.488,0.0,0.1,0.0,0.0,0.30551709395000004,0.0,0.0496503497,4.5214144070583876e-06
24,0.0,0.0,0.0,7.81400079595128e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.4259259259,0.378223734,0.0,0.08444444440000001,0.0,0.0,0.0,0.0,0.08125,0.0,0.0,0.0,0.1215014079,0.011036036,0.0,0.0076923077000000005
25,0.0925,0.0,0.0,5.905694956535221e-06,0.0,0.37656140359999996,0.0,0.1874051793,0.0,0.0,0.1,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09866734010060607,0.0,0.0,1.4669209476309228e-06
26,0.0,0.0,0.0,0.03760593257695372,0.0,0.18828070179999998,0.0,0.3690562335,0.1690532212,0.0,0.2,0.1291352986,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.06529859770060606,0.1,0.17172369299999998,1.5984654891304351e-06
27,0.0,0.071875,0.0,6.964147992972469e-06,0.0,0.18828070179999998,0.0,0.0,0.0,0.0,0.0907407407,0.2894920634,0.0277187902,4.712197780692851e-06,0.0,0.0,0.1703448276,0.19766666666666666,0.0,0.0833333333,0.09035502209999999,0.0,0.09844223180060607,0.0526315788,0.20610722620000002,0.01666813352094763
28,0.0,0.253125,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5722222222,0.4148586547,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.1,0.0,0.032,0.0339549588,0.0,0.3516826157,0.0,0.0,3.0653864367613584e-06
29,0.0,0.253125,0.0,7.1674238323885275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0979166667,0.0,0.0,0.0,5.548579690423387e-06,0.1,0.0,0.0615233785
30,0.09,0.5872596154,0.0,6.34318279313834e-06,0.0,0.0976140351,0.0,0.0,0.1893669467,0.0,0.1,0.41059334859999996,0.0,0.25333333320000007,0.0,0.0,1.0,0.0,0.5268055555,0.04,0.2130968024,0.0,0.0,0.4453753754,0.0453712954,0.7062383619000001
31,0.37,0.0,0.0,8.872453832388529e-06,0.0,0.5572130327,0.0,0.7368641109999999,0.6701064424000001,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.023111111099999998,0.0,6.734006060606061e-07,0.0,0.0,3.0544934594274647e-06
32,0.0,0.0,0.0,5.6966058295755865e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,5.548579690423387e-06,0.0,0.0,0.034117647
33,0.057499999999999996,0.0,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0826128099,0.0,0.0,0.0548148148,0.16082766440000001,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27908948659999994,0.0027027027,0.0,1.5984654891304351e-06
34,0.0,0.0,0.0,5.259117992972468e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.01975,0.0,0.0,0.0,0.0,5.548579690423387e-06,0.0,0.0,1.45602797029703e-06
35,0.0,0.0,0.0,0.012000631523832388,0.0,0.0,0.0826078525,0.0,0.0,0.0,0.0,0.0031746032,0.004761904799999999,4.712197780692851e-06,0.0,0.0,0.0976190476,0.0,0.0,0.0,0.0,0.0,5.548579690423387e-06,0.0098963625,0.0,0.0911458333
36,0.02291666666666667,0.0,0.0,5.6966058295755865e-06,0.09921875,0.1746867168,0.0,0.0908255271,0.07865359471666668,0.0,0.0722222222,0.2481191736333333,0.0,4.712197780692851e-06,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.16869836450060607,0.0054054054,0.0,0.0153860714279703
37,0.0,0.08,0.0,5.6966058295755865e-06,0.1786425284,0.141368421,0.2182761454,0.0849618075,0.07037535009999998,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.3,0.0958333333,0.1946969696666667,0.0,0.0,0.3166666667,0.0,0.0,3.498064141507801e-06,0.0054054053999999995,0.22791666670000002,1.45602797029703e-06
38,0.0,0.0,0.0,5.6966058295755865e-06,0.0,0.0,0.044318181799999995,0.0,0.0789467787,0.0,0.15555555550000003,0.1317535903,0.0,4.712197780692851e-06,0.0,0.0,0.1902194357,0.188,0.0,0.22133333332,0.1849877036,0.0,0.1960104807,0.0,0.29620192320000005,4.5214144070583876e-06
39,0.0,0.0,0.0,7.1674238323885275e-06,0.0,0.07413533829999999,0.0826078525,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.07857142859999999,0.0,0.0,0.0,0.0084227431,0.0,5.548579690423387e-06,0.0123873874,0.0425047175,0.372315705
40,0.0,0.0,0.0,7.1674238323885275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.0954145528,0.0,0.0,0.06333333329999999,0.011143518500000001,0.0,5.548579690423387e-06,0.1309566144,0.0,0.004688956027970297
41,0.0,0.11499999999999999,0.0,5.6966058295755865e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0936205594,0.0,4.712197780692851e-06,0.0,0.0,0.369968652,0.1,0.0,0.2409047619,0.1332138141,0.0,0.0,0.0,0.0,0.08099563109345942
42,0.04625,0.0,0.0,5.6966058295755865e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021164022,0.0,4.712197780692851e-06,0.0,0.0,0.0,0.01975,0.0,0.0,0.062291666499999995,0.0,0.005338208479084362,0.0026315788999999997,0.0,0.03465182652094763
43,0.0942028986,0.0,0.0,4.63815279313834e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1543431595,0.0142857144,4.712197780692851e-06,0.0,0.0,0.0193181818,0.2,0.0975,0.0,0.0,0.0,0.08473083210060606,0.0027027026999999998,0.32798881684,1.5984654891304351e-06
44,0.0,0.0,0.0,5.259117992972468e-06,0.0,0.0,0.0019480518999999998,0.0,0.0,0.0,0.2,0.142962963,0.0071428572,4.712197780692851e-06,0.0,0.0,0.1666666666,0.0,0.0,0.0,0.17491732799999998,0.0,4.836329049397746e-06,0.02007722,0.26495726499999994,0.0200335072779703
45,0.0,0.04375,0.0,7.1674238323885275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.712197780692851e-06,0.0,0.0,0.2785714285,0.0,0.028472222199999998,0.0,0.0,0.0,5.548579690423387e-06,0.209009009,0.0425047175,0.29874999999999996
46,0.0,0.078125,0.0,8.872453832388529e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.3444444444,0.5166500379000001,0.0,4.712197780692851e-06,0.1,0.0,0.05834482758,0.1,0.025,0.1,0.0339549588,0.0,0.3593795854,0.011036036,0.0907425908,0.1879789272
